Abbreviation	Selected Map	Total_EV	Shift	Shift tooltip	I_Nominee tooltip	blank	D-Check	D_Nominee_prop	Color Bins	Independent spacing	Direction	Spacer	R-Check	D_%	D_Difference%	D_Difference	D_EV	D_EV_Total	D_Nominee	R_Nominee_prop	D_Popular%	D_Votes	D_Votes_Total	Hex_Column	Hex_Row	I_%	I_EV	I_EV_Total	I_Nominee tooltip ●	I_Nominee tooltip ')'	I_Nominee tooltip '%)'	I_Nominee tooltip '('	I_Nominee	I_Popular%	I_Votes	I_Votes_Total	Independent spacing (popular)	Info	Last_RD_Difference	Last_Winner	Last_Winner_%	Number of Records	RD_Difference (bin)	RD_Difference	R_%	R_Difference%	R_Difference	R_EV	R_EV_Total	R_Nominee	I_Nominee_prop	R_Popular%	R_Votes	R_Votes_Total	Region	Row	Shift (l/r)	Shift abbreviation	Space	State (red)	State (blue)	State (yellow)	State	State_Winner	Total Votes	Total_Votes_USA	Winner_%	Winning Party	Year
IL	Hex	26	6	% shift to the right	"John Anderson:	"			Jimmy Carter	F		Right	0	✔	41.7	-6.4	-289882		49	JIMMY CARTER	Ronald Reagan	41.0%	1981413	35483883	6	3	7.3			● 	)	%)	 (	JOHN ANDERSON	6.6%	346754	5720060	 	"The United States presidential election of 1980 featured a contest between incumbent Democrat Jimmy Carter and his Republican opponent, Ronald Reagan, as well as Republican Congressman John B. Anderson, who ran as an independent. Reagan, aided by the Iran hostage crisis and a worsening economy at home, won the election in a landslide. Carter, after defeating Ted Kennedy for the Democratic nomination, attacked Reagan as a dangerous right-wing radical. For his part, Reagan, the former Governor of California, repeatedly ridiculed Carter, and won a decisive victory; in the simultaneous Congressional elections, Republicans won control of the United States Senate for the first time in 28 years. This election marked the beginning of what is popularly called the ""Reagan Revolution."""	2	R	50.1	1	5	7.9	49.6	-0.5	-6220	26	489	RONALD REAGAN	John Anderson	50.7%	2358049	43904153	Midwest	2	5.9	-0.5	6	Illinois			Illinois	R	4749721	86513813	49.6	R	1980
IN	Hex	13	11	% shift to the right	"John Anderson:	"			Jimmy Carter	G		Right	0	✔	37.7	-8	-170517		49	JIMMY CARTER	Ronald Reagan	41.0%	844197	35483883	7	3	5.0			● 	)	%)	 (	JOHN ANDERSON	6.6%	111639	5720060	 	"The United States presidential election of 1980 featured a contest between incumbent Democrat Jimmy Carter and his Republican opponent, Ronald Reagan, as well as Republican Congressman John B. Anderson, who ran as an independent. Reagan, aided by the Iran hostage crisis and a worsening economy at home, won the election in a landslide. Carter, after defeating Ted Kennedy for the Democratic nomination, attacked Reagan as a dangerous right-wing radical. For his part, Reagan, the former Governor of California, repeatedly ridiculed Carter, and won a decisive victory; in the simultaneous Congressional elections, Republicans won control of the United States Senate for the first time in 28 years. This election marked the beginning of what is popularly called the ""Reagan Revolution."""	7.600000000	R	53.3	1	15	18.3	56.0	2.7	71698	13	489	RONALD REAGAN	John Anderson	50.7%	1255656	43904153	Midwest	3	10.7	-0.5	6	Indiana			Indiana	R	2242033	86513813	56	R	1980
KS	Hex	7	17	% shift to the right	"John Anderson:	"			Jimmy Carter	H		Right	0	✔	33.3	-11.6	-104271		49	JIMMY CARTER	Ronald Reagan	41.0%	326150	35483883	5	5	7.0			● 	)	%)	 (	JOHN ANDERSON	6.6%	68231	5720060	 	"The United States presidential election of 1980 featured a contest between incumbent Democrat Jimmy Carter and his Republican opponent, Ronald Reagan, as well as Republican Congressman John B. Anderson, who ran as an independent. Reagan, aided by the Iran hostage crisis and a worsening economy at home, won the election in a landslide. Carter, after defeating Ted Kennedy for the Democratic nomination, attacked Reagan as a dangerous right-wing radical. For his part, Reagan, the former Governor of California, repeatedly ridiculed Carter, and won a decisive victory; in the simultaneous Congressional elections, Republicans won control of the United States Senate for the first time in 28 years. This election marked the beginning of what is popularly called the ""Reagan Revolution."""	7.6	R	52.5	1	20	24.6	57.9	5.4	64060	7	489	RONALD REAGAN	John Anderson	50.7%	566812	43904153	Midwest	5	17.0	-0.5	4	Kansas			Kansas	R	979795	86513813	57.9	R	1980
MI	Hex	21	1	% shift to the right	"John Anderson:	"			Jimmy Carter	F		Right	0	✔	42.5	-3.9	-35182		49	JIMMY CARTER	Ronald Reagan	41.0%	1661532	35483883	7.5	2	7.0			● 	)	%)	 (	JOHN ANDERSON	6.6%	275223	5720060	 	"The United States presidential election of 1980 featured a contest between incumbent Democrat Jimmy Carter and his Republican opponent, Ronald Reagan, as well as Republican Congressman John B. Anderson, who ran as an independent. Reagan, aided by the Iran hostage crisis and a worsening economy at home, won the election in a landslide. Carter, after defeating Ted Kennedy for the Democratic nomination, attacked Reagan as a dangerous right-wing radical. For his part, Reagan, the former Governor of California, repeatedly ridiculed Carter, and won a decisive victory; in the simultaneous Congressional elections, Republicans won control of the United States Senate for the first time in 28 years. This election marked the beginning of what is popularly called the ""Reagan Revolution."""	5.4	R	51.8	1	5	6.5	49.0	-2.8	21483	21	489	RONALD REAGAN	John Anderson	50.7%	1915225	43904153	Midwest	2	1.1	-0.5	8	Michigan			Michigan	R	3909725	86513813	49	R	1980
ND	Hex	3	32	% shift to the right	"John Anderson:	"			Jimmy Carter	I		Right	0	✔	26.3	-19.5	-56889		49	JIMMY CARTER	Ronald Reagan	41.0%	79189	35483883	3.5	2	7.8			● 	)	%)	 (	JOHN ANDERSON	6.6%	23640	5720060	 	"The United States presidential election of 1980 featured a contest between incumbent Democrat Jimmy Carter and his Republican opponent, Ronald Reagan, as well as Republican Congressman John B. Anderson, who ran as an independent. Reagan, aided by the Iran hostage crisis and a worsening economy at home, won the election in a landslide. Carter, after defeating Ted Kennedy for the Democratic nomination, attacked Reagan as a dangerous right-wing radical. For his part, Reagan, the former Governor of California, repeatedly ridiculed Carter, and won a decisive victory; in the simultaneous Congressional elections, Republicans won control of the United States Senate for the first time in 28 years. This election marked the beginning of what is popularly called the ""Reagan Revolution."""	5.8	R	51.6	1	35	37.9	64.2	12.6	40225	3	489	RONALD REAGAN	John Anderson	50.7%	193695	43904153	Midwest	2	32.1	-0.5	4	North Dakota			North Dakota	R	301545	86513813	64.2	R	1980
NE	Hex	5	19	% shift to the right	"John Anderson:	"			Jimmy Carter	I		Right	0	✔	26.0	-12.5	-66841		49	JIMMY CARTER	Ronald Reagan	41.0%	166851	35483883	4.5	4	7.0			● 	)	%)	 (	JOHN ANDERSON	6.6%	44993	5720060	 	"The United States presidential election of 1980 featured a contest between incumbent Democrat Jimmy Carter and his Republican opponent, Ronald Reagan, as well as Republican Congressman John B. Anderson, who ran as an independent. Reagan, aided by the Iran hostage crisis and a worsening economy at home, won the election in a landslide. Carter, after defeating Ted Kennedy for the Democratic nomination, attacked Reagan as a dangerous right-wing radical. For his part, Reagan, the former Governor of California, repeatedly ridiculed Carter, and won a decisive victory; in the simultaneous Congressional elections, Republicans won control of the United States Senate for the first time in 28 years. This election marked the beginning of what is popularly called the ""Reagan Revolution."""	20.7	R	59.2	1	35	39.5	65.5	6.3	60232	5	489	RONALD REAGAN	John Anderson	50.7%	419937	43904153	Midwest	4	18.8	-0.5	4	Nebraska			Nebraska	R	640854	86513813	65.5	R	1980
SD	Hex	4	27	% shift to the right	"John Anderson:	"			Jimmy Carter	H		Right	0	✔	31.7	-17.2	-43213		49	JIMMY CARTER	Ronald Reagan	41.0%	103855	35483883	4	3	6.5			● 	)	%)	 (	JOHN ANDERSON	6.6%	21431	5720060	 	"The United States presidential election of 1980 featured a contest between incumbent Democrat Jimmy Carter and his Republican opponent, Ronald Reagan, as well as Republican Congressman John B. Anderson, who ran as an independent. Reagan, aided by the Iran hostage crisis and a worsening economy at home, won the election in a landslide. Carter, after defeating Ted Kennedy for the Democratic nomination, attacked Reagan as a dangerous right-wing radical. For his part, Reagan, the former Governor of California, repeatedly ridiculed Carter, and won a decisive victory; in the simultaneous Congressional elections, Republicans won control of the United States Senate for the first time in 28 years. This election marked the beginning of what is popularly called the ""Reagan Revolution."""	1.5	R	50.4	1	25	28.8	60.5	10.1	46838	4	489	RONALD REAGAN	John Anderson	50.7%	198343	43904153	Midwest	3	27.3	-0.5	4	South Dakota			South Dakota	R	327703	86513813	60.5	R	1980
IN	Hex	12	10	% shift to the right	"Ralph Nader:	"			Al Gore	G		Right	0	✔	41.0	-0.600000000	14556		266	AL GORE	George W. Bush	48.4%	901980	50992335	7	3	0.8			● 	)	%)	 (	RALPH NADER	2.7%	18531	2882738	  	The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.	5.5	R	47.1	1	15	15.6	56.6	9.5	239143	12	271	GEORGE W. BUSH	Ralph Nader	47.9%	1245836	50455156	Midwest	3	10.1	-0.5	6	Indiana			Indiana	R	2199302	105396627	56.6	R	2000
KS	Hex	6	3	% shift to the right	"Ralph Nader:	"			Al Gore	H		Right	0	✔	37.2	1.1	11617		266	AL GORE	George W. Bush	48.4%	399276	50992335	5	5	3.4			● 	)	%)	 (	RALPH NADER	2.7%	36086	2882738	  	The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.	18.2	R	54.3	1	20	20.8	58.0	3.7	39087	6	271	GEORGE W. BUSH	Ralph Nader	47.9%	622332	50455156	Midwest	5	2.6	-0.5	4	Kansas			Kansas	R	1072218	105396627	58	R	2000
ND	Hex	3	21	% shift to the right	"Ralph Nader:	"			Al Gore	H		Right	0	✔	33.1	-7	-11621		266	AL GORE	George W. Bush	48.4%	95284	50992335	3.5	2	3.3			● 	)	%)	 (	RALPH NADER	2.7%	9486	2882738	  	The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.	6.8	R	46.9	1	25	27.6	60.7	13.8	49802	3	271	GEORGE W. BUSH	Ralph Nader	47.9%	174852	50455156	Midwest	2	20.8	-0.5	4	North Dakota			North Dakota	R	288256	105396627	60.7	R	2000
NE	Hex	5	10	% shift to the right	"Ralph Nader:	"			Al Gore	H		Right	0	✔	33.3	-1.7	-4981		266	AL GORE	George W. Bush	48.4%	231780	50992335	4.5	4	3.5			● 	)	%)	 (	RALPH NADER	2.7%	24540	2882738	  	The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.	18.7	R	53.7	1	25	28.9	62.2	8.5	70395	5	271	GEORGE W. BUSH	Ralph Nader	47.9%	433862	50455156	Midwest	4	10.2	-0.5	4	Nebraska			Nebraska	R	697019	105396627	62.2	R	2000
SD	Hex	3	19	% shift to the right				Al Gore	H		Right	0	✔	37.6	-5.4	-20529		266	AL GORE	George W. Bush	48.4%	118804	50992335	4	3	0.0							RALPH NADER	2.7%		2882738	  	The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.	3.5	R	46.5	1	20	22.7	60.3	13.8	40157	3	271	GEORGE W. BUSH	Ralph Nader	47.9%	190700	50455156	Midwest	3	19.2	-0.5	4	South Dakota			South Dakota	R	316269	105396627	60.3	R	2000
IA	Hex	13	7	% shift to the left	"Robert M. La Follette:	"			John W. Davis	I	  	Left	0	✔	16.4	-9.1	-67422		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	160382	8386532	5	3	28.1		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	274448	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	45.4	R	70.9	1	35	38.6	55.0	-15.9	-97216	13	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	537458	15724310	Midwest	3	-6.8	0.5	5	Iowa			Iowa	R	976770	29099380	55	R	1924
IL	Hex	29	7	% shift to the left	"Robert M. La Follette:	"			John W. Davis	I	  	Left	0	✔	23.4	-2.1	42580		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	576975	8386532	6	3	17.5		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	432027	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	42.3	R	67.8	1	35	35.4	58.8	-9	32841	29	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	1453321	15724310	Midwest	2	-6.9	0.5	6	Illinois			Illinois	R	2470067	29099380	58.8	R	1924
IN	Hex	15	2	% shift to the right	"Robert M. La Follette:	"			John W. Davis	G	  	Right	0	✔	38.7	-1.8	-19119		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	492245	8386532	7	3	5.6		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	71700	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	14.6	R	55.1	1	15	16.6	55.3	0.200000000	6672	15	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	703042	15724310	Midwest	3	2.0	-0.5	6	Indiana			Indiana	R	1272390	29099380	55.3	R	1924
KS	Hex	10	6	% shift to the right	"Robert M. La Follette:	"			John W. Davis	I	  	Right	0	✔	23.6	-8.9	-29144		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	156320	8386532	5	5	14.9		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	98461	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	32.3	R	64.8	1	35	37.9	61.5	-3.3	38403	10	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	407671	15724310	Midwest	5	5.6	-0.5	4	Kansas			Kansas	R	662456	29099380	61.5	R	1924
MI	Hex	15	12	% shift to the right	"Robert M. La Follette:	"			John W. Davis	J	  	Right	0	✔	13.1	-9.2	-81091		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	152359	8386532	7.5	2	10.5		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	122014	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	50.5	R	72.8	1	60	62.3	75.4	2.600000000	111766	15	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	874631	15724310	Midwest	2	11.8	-0.5	8	Michigan			Michigan	R	1160419	29099380	75.4	R	1924
MN	Hex	12	7	% shift to the left	"Robert M. La Follette:	"			John W. Davis	J	  	Left	0	✔	6.8	-12.6	-87081		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	55913	8386532	4.5	2	41.3		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	339192	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	51.2	R	70.6	1	40	44.4	51.2	-19.4	-98662	12	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	420759	15724310	Midwest	2	-6.8	0.5	5	Minnesota			Minnesota	R	822146	29099380	51.2	R	1924
MO	Hex	18	6	% shift to the left	"Robert M. La Follette:	"			John W. Davis	F	  	Left	0	✔	43.9	0.800000000	263		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	574962	8386532	5.5	4	6.4		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	83986	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	11.5	R	54.6	1	5	5.6	49.5	-5.1	-78764	18	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	648488	15724310	Midwest	4	-5.9	0.5	5	Missouri			Missouri	R	1310095	29099380	49.5	R	1924
ND	Hex	5	19	% shift to the left	"Robert M. La Follette:	"			John W. Davis	J	  	Left	0	✔	7.0	-11.2	-23564		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	13858	8386532	3.5	2	45.2		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	89922	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	59.6	R	77.8	1	40	40.7	47.7	-30.1	-65151	5	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	94931	15724310	Midwest	2	-18.9	0.5	4	North Dakota			North Dakota	R	199081	29099380	47.7	R	1924
NE	Hex	8	16	% shift to the left	"Robert M. La Follette:	"			John W. Davis	G	  	Left	0	✔	29.6	-1.7	17691		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	137299	8386532	4.5	4	22.8		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	105681	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	33.4	R	64.7	1	15	17.6	47.2	-17.5	-28513	8	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	218985	15724310	Midwest	4	-15.8	0.5	4	Nebraska			Nebraska	R	463559	29099380	47.2	R	1924
OH	Hex	24	15	% shift to the right	"Robert M. La Follette:	"			John W. Davis	I	  	Right	0	✔	23.7	-14.9	-302150		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	477887	8386532	8	3	17.8		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	358008	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	19.9	R	58.5	1	30	34.6	58.3	-0.200000000	-5892	24	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	1176130	15724310	Midwest	3	14.7	-0.5	7	Ohio			Ohio	R	2016296	29099380	58.3	R	1924
SD	Hex	5	5	% shift to the left	"Robert M. La Follette:	"			John W. Davis	I	  	Left	0	✔	13.3	-6.4	-8724		136	JOHN W. DAVIS	Calvin Coolidge	28.8%	27214	8386532	4	3	37.0		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	75355	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	41	R	60.7	1	35	36.4	49.7	-11	-9393	5	382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	101299	15724310	Midwest	3	-4.6	0.5	4	South Dakota			South Dakota	R	203868	29099380	49.7	R	1924
CT	Hex	8	10	% shift to the right				Adlai E. Stevenson	G		Right	0	✔	43.9	-4	58352		89	ADLAI E. STEVENSON	Dwight D. Eisenhower	44.4%	481649	27314992	11	3													"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House."	1.6	R	49.5	1	10	11.8	55.7	6.2	173258	8	442	DWIGHT D. EISENHOWER	 	54.9%	611012	33777945	Northeast	3	10.2	-0.5	10	Connecticut			Connecticut	R	1096911	61550918	55.7	R	1952
DE	Hex	3	3	% shift to the right				Adlai E. Stevenson	F		Right	0	✔	47.9	-0.900000000	15502		89	ADLAI E. STEVENSON	Dwight D. Eisenhower	44.4%	83315	27314992	9.5	4													"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House."	1.2	R	50	1	0	3.9	51.8	1.8	20471	3	442	DWIGHT D. EISENHOWER	 	54.9%	90059	33777945	Northeast	5	2.7	-0.5	9	Delaware			Delaware	R	174025	61550918	51.8	R	1952
ME	Hex	5	18	% shift to the right				Adlai E. Stevenson	I		Right	0	✔	33.8	-8.5	6890		89	ADLAI E. STEVENSON	Dwight D. Eisenhower	44.4%	118806	27314992	11.5	0													"The election of 1952 took place in an era when Cold War tension was escalating rapidly. In the United States Senate, Republican Senator Joseph McCarthy of Wisconsin had become a national figure after chairing congressional investigations into the issue of Communist spies within the U.S. government. McCarthy's so-called ""witch hunt"", combined with national tension and weariness after two years of bloody stalemate in the Korean War and the early 1950s recession, set the stage for a hotly-fought presidential contest. Unpopular incumbent President Harry S. Truman decided not to run, so the Democratic Party instead nominated Governor Adlai Stevenson of Illinois. The Republican Party countered with popular war hero General Dwight D. Eisenhower and won in a landslide, ending 20 consecutive years of Democratic control of the White House."	14.4	R	56.7	1	30	32.2	66.0	9.3	82119	5	442	DWIGHT D. EISENHOWER	 	54.9%	232353	33777945	Northeast	0	17.8	-0.5	11	Maine			Maine	R	351786	61550918	66	R	1952
